PROPERTY: Processing method,PROPERTY: BCC/FCC/other,PROPERTY: Type of test,PROPERTY: YS (MPa),PROPERTY: Elongation (%),MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
CAST,other,C,630.0,20.0,25.0,50.0,25.0,28.142076502732237,2.111316621963664,25.0,52.0,80.0,28.0,59.749276759884275,4.981855840491344,52.0,54.938045,118.71,63.77195499999999,61.187481517197035,5.621033773316671,54.938045,505.08,1728.0,1222.92,1498.178682095789,161.1331634898243,1357.77,7.0,14.0,7.0,9.499839279974283,1.607096933445378,7.0,4.0,5.0,1.0,4.035679845708775,0.06881358863794633,4.0,124.0,139.0,15.0,131.928318868531,5.096958449714582,124.0,1.55,1.96,0.4099999999999999,1.7928511732561876,0.15612418724280788,1.55,1.0,2.0,1.0,1.678559948569592,0.4362326895336494,1.0,0.0,2.0,2.0,0.07135969141755062,0.1376271772758932,0.0,5.0,10.0,5.0,7.749919639987142,1.7678686210139134,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,7.0,9.499839279974283,1.607096933445378,7.0,0.0,1.0,1.0,0.3214400514304082,0.43623268953364946,0.0,0.0,4.0,4.0,0.14271938283510124,0.2752543545517864,0.0,0.0,5.0,5.0,2.2500803600128574,1.7678686210139132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.714239794278367,1.5612212076867462,1.0,10.32,33.285,22.964999999999996,11.434336614239792,1.5592565964766176,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.1914833881998248,0.2596665456767439,0.0,141.0,225.0,84.0,219.43137254901958,7.1599195769596875,217.0
CAST,FCC,C,140.0,65.0,25.0,30.0,5.0,27.53846153846154,1.5621301775147922,25.0,52.0,69.0,17.0,59.76923076923077,4.781065088757398,52.0,54.938045,65.38,10.441954999999993,59.54536769230769,3.3595633136094674,54.938045,692.68,1728.0,1035.3200000000002,1470.1353846153847,188.756449704142,1357.77,7.0,12.0,5.0,9.538461538461538,1.5621301775147929,7.0,4.0,4.0,0.0,4.0,0.0,4.0,122.0,139.0,17.0,130.92307692307693,5.633136094674554,124.0,1.55,1.91,0.3599999999999999,1.7761538461538462,0.15857988165680464,1.55,1.0,2.0,1.0,1.6923076923076923,0.4260355029585799,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,7.846153846153846,1.7514792899408285,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,5.0,9.538461538461538,1.5621301775147929,7.0,0.0,1.0,1.0,0.3076923076923077,0.4260355029585799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.1538461538461537,1.7514792899408282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.4615384615384617,1.5621301775147929,1.0,10.32,13.96,3.6400000000000006,10.882334217507692,0.5889736788402368,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.1832937909814323,0.25360055939604165,0.0,194.0,225.0,31.0,220.15384615384616,5.964497041420117,217.0
CAST,FCC,C,215.0,60.0,25.0,30.0,5.0,27.599759975997596,1.5600119867972408,25.0,52.0,69.0,17.0,59.999099909990996,4.799939939988599,52.0,54.938045,65.38,10.441954999999993,59.69066456645664,3.450275507298703,54.938045,692.68,1728.0,1035.3200000000002,1450.774809480948,207.29095771863416,1357.77,7.0,12.0,5.0,9.5997599759976,1.5600119867972395,7.0,4.0,4.0,0.0,4.0,0.0,4.0,122.0,139.0,17.0,130.7008700870087,5.759531848774437,124.0,1.55,1.91,0.3599999999999999,1.773012301230123,0.1584010786317155,1.55,1.0,2.0,1.0,1.6999699969997,0.42002400059987993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,7.899789978997899,1.74004799219796,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,5.0,9.5997599759976,1.5600119867972395,7.0,0.0,1.0,1.0,0.3000300030003,0.42002400059987993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.1002100210021,1.7400479921979597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.4002400240024,1.5600119867972395,1.0,10.32,13.96,3.6400000000000006,10.958975759645963,0.6662858160167591,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.17872931913881038,0.25002423093980775,0.0,194.0,225.0,31.0,219.50255025502548,6.597599453914793,217.0
WROUGHT,FCC,T,404.7142857142857,31.285714285714285,25.0,28.0,3.0,26.333333333333332,1.1111111111111107,25.0,52.0,61.0,9.0,56.0,3.3333333333333335,52.0,54.938045,58.6934,3.7553549999999944,56.49214833333334,1.4675011111111118,54.938045,1519.0,1811.0,292.0,1686.0,111.33333333333333,1519.0,7.0,10.0,3.0,8.333333333333334,1.1111111111111114,7.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,131.66666666666666,5.111111111111114,124.0,1.55,1.91,0.3599999999999999,1.7633333333333334,0.14222222222222217,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.333333333333333,1.111111111111111,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,3.0,8.333333333333334,1.1111111111111114,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.6666666666666665,1.1111111111111112,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.6666666666666665,1.1111111111111112,2.0,10.32,10.73,0.41000000000000014,10.512528735633333,0.14498084291111132,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,2.1106628,2.110352679310345,0.902122540229885,0.80569350651341,0.000310120689655,217.0,229.0,12.0,223.66666666666666,4.444444444444447,217.0
CAST,other,C,1707.0,1.7,22.0,42.0,20.0,30.8,8.559999999999999,22.0,43.0,55.0,12.0,48.2,3.4400000000000004,43.0,47.867,95.96,48.092999999999996,68.70397600000001,20.583371200000006,47.867,1811.0,2896.0,1085.0,2316.2,405.43999999999994,1811.0,4.0,8.0,4.0,5.6,1.1199999999999999,4.0,4.0,5.0,1.0,4.4,0.4800000000000001,4.0,132.0,164.0,32.0,152.6,8.240000000000004,132.0,1.54,2.16,0.6200000000000001,1.752,0.19440000000000004,1.54,1.0,2.0,1.0,1.6,0.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.6,1.1199999999999999,4.0,0.0,1.0,1.0,0.4,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.0,1.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.4,1.1199999999999999,4.0,10.73,18.18,7.449999999999999,14.860000000000003,2.3919999999999995,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.4221370666666667,0.6754102933333334,0.0,194.0,229.0,35.0,222.0,11.2,194.0
CAST,BCC,C,1115.0,50.0,22.0,72.0,50.0,32.26315789473684,12.542936288088644,22.0,43.0,47.0,4.0,44.26315789473684,1.1745152354570638,43.0,47.867,178.49,130.62300000000002,73.7623357894737,31.41537152354571,47.867,1941.0,2750.0,809.0,2133.3684210526317,164.25484764542938,1941.0,4.0,5.0,1.0,4.2631578947368425,0.38781163434903065,4.0,4.0,6.0,2.0,4.473684210526316,0.5983379501385041,4.0,153.0,175.0,22.0,163.47368421052633,7.335180055401666,160.0,1.3,1.63,0.32999999999999985,1.4926315789473683,0.10903047091412746,1.54,1.0,2.0,1.0,1.9473684210526316,0.09972299168975064,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.3157894736842106,0.4653739612188366,2.0,0.0,14.0,14.0,1.4736842105263157,2.637119113573407,0.0,4.0,18.0,14.0,5.7368421052631575,2.5817174515235455,4.0,0.0,1.0,1.0,0.05263157894736842,0.0997229916897507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.684210526315789,0.4653739612188366,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.7368421052631575,0.38781163434903065,8.0,13.01,23.195,10.185,17.943157894736842,3.1324099722991683,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,9.487719298231579e-06,1.0985780240057619e-05,2.25333333333e-05,194.0,229.0,35.0,203.21052631578948,13.57340720221607,194.0
CAST,BCC,C,1065.0,50.0,22.0,72.0,50.0,32.7,12.440000000000001,22.0,43.0,47.0,4.0,44.4,1.2799999999999998,43.0,47.867,178.49,130.62300000000002,74.719538,30.9932456,47.867,1941.0,2750.0,809.0,2164.2,193.03999999999996,1941.0,4.0,5.0,1.0,4.3,0.41999999999999993,4.0,4.0,6.0,2.0,4.5,0.6,4.0,153.0,175.0,22.0,163.5,7.0,160.0,1.3,1.63,0.32999999999999985,1.498,0.10679999999999998,1.54,1.0,2.0,1.0,1.9,0.18000000000000008,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.4,0.5599999999999999,2.0,0.0,14.0,14.0,1.4,2.5200000000000005,0.0,4.0,18.0,14.0,5.7,2.46,4.0,0.0,1.0,1.0,0.1,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.6,0.5600000000000002,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.7,0.41999999999999993,8.0,13.01,23.195,10.185,17.955000000000002,2.9899999999999998,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,9.01333333332e-06,1.0815999999984e-05,2.25333333333e-05,194.0,229.0,35.0,204.5,14.7,194.0
CAST,BCC,C,1025.0,50.0,22.0,72.0,50.0,33.095238095238095,12.299319727891156,22.0,43.0,47.0,4.0,44.523809523809526,1.360544217687075,43.0,47.867,178.49,130.62300000000002,75.58557809523809,30.5071368707483,47.867,1941.0,2750.0,809.0,2192.095238095238,219.1927437641723,1941.0,4.0,5.0,1.0,4.333333333333333,0.44444444444444436,4.0,4.0,6.0,2.0,4.523809523809524,0.5986394557823129,4.0,153.0,175.0,22.0,163.52380952380952,6.693877551020408,160.0,1.3,1.63,0.32999999999999985,1.502857142857143,0.10448979591836734,1.54,1.0,2.0,1.0,1.8571428571428572,0.24489795918367344,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.4761904761904763,0.634920634920635,2.0,0.0,14.0,14.0,1.3333333333333333,2.412698412698413,0.0,4.0,18.0,14.0,5.666666666666667,2.3492063492063497,4.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.523809523809524,0.634920634920635,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.666666666666667,0.44444444444444436,8.0,13.01,23.195,10.185,17.965714285714284,2.8598639455782306,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,8.584126984114285e-06,1.0627966742236736e-05,2.25333333333e-05,194.0,229.0,35.0,205.66666666666666,15.555555555555554,194.0
CAST,BCC,C,980.0,50.0,22.0,72.0,50.0,33.45454545454545,12.132231404958675,22.0,43.0,47.0,4.0,44.63636363636363,1.4214876033057848,43.0,47.867,178.49,130.62300000000002,76.37288727272727,29.97933157024794,47.867,1941.0,2750.0,809.0,2217.4545454545455,246.11570247933886,1941.0,4.0,5.0,1.0,4.363636363636363,0.4628099173553718,4.0,4.0,6.0,2.0,4.545454545454546,0.5950413223140496,4.0,153.0,175.0,22.0,163.54545454545453,6.413223140495867,160.0,1.3,1.63,0.32999999999999985,1.507272727272727,0.10214876033057858,1.54,1.0,2.0,1.0,1.8181818181818181,0.29752066115702486,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.5454545454545454,0.6942148760330579,2.0,0.0,14.0,14.0,1.2727272727272727,2.31404958677686,0.0,4.0,18.0,14.0,5.636363636363637,2.2479338842975207,4.0,0.0,1.0,1.0,0.18181818181818182,0.2975206611570248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.454545454545454,0.694214876033058,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.636363636363637,0.4628099173553718,8.0,13.01,23.195,10.185,17.975454545454546,2.7404958677685944,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,8.193939393927273e-06,1.042865013772562e-05,2.25333333333e-05,194.0,229.0,35.0,206.72727272727272,16.198347107438014,194.0
CAST,BCC,C,1160.0,50.0,22.0,72.0,50.0,31.77777777777778,12.592592592592593,22.0,43.0,46.0,3.0,44.111111111111114,1.037037037037038,43.0,47.867,178.49,130.62300000000002,72.69877777777778,31.742592592592594,47.867,1941.0,2506.0,565.0,2099.1111111111113,140.5432098765432,1941.0,4.0,5.0,1.0,4.222222222222222,0.34567901234567905,4.0,4.0,6.0,2.0,4.444444444444445,0.5925925925925927,4.0,153.0,175.0,22.0,163.44444444444446,7.703703703703708,160.0,1.3,1.63,0.32999999999999985,1.4866666666666666,0.1111111111111111,1.54,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.2222222222222223,0.34567901234567905,2.0,0.0,14.0,14.0,1.5555555555555556,2.765432098765432,0.0,4.0,18.0,14.0,5.777777777777778,2.716049382716049,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.777777777777778,0.34567901234567905,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.777777777777778,0.34567901234567905,8.0,13.01,23.195,10.185,17.93,3.2888888888888883,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,1.00148148148e-05,1.1127572016444445e-05,2.25333333333e-05,194.0,229.0,35.0,201.77777777777777,12.098765432098762,194.0
CAST,BCC,T,903.0,19.0,22.0,73.0,51.0,41.49212303075768,15.492307623042288,22.0,43.0,48.0,5.0,44.62415603900975,1.5307337712147453,43.0,47.867,180.94788,133.08088,97.27833705176293,41.189378517273724,47.867,1941.0,3290.0,1349.0,2327.9047261815454,390.2784535218575,1941.0,4.0,5.0,1.0,4.249812453113277,0.3748123827656082,4.0,4.0,6.0,2.0,4.874718679669917,0.6562030605175675,4.0,160.0,175.0,15.0,167.37509377344335,6.375843960990247,160.0,1.3,1.6,0.30000000000000004,1.4599812453113277,0.1050046851547846,1.54,1.0,2.0,1.0,1.8750937734433608,0.21860932224804136,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.374718679669917,0.5622185741484129,2.0,0.0,14.0,14.0,3.497374343585896,5.247373358718524,0.0,4.0,19.0,15.0,7.747186796699173,5.372373288370854,4.0,0.0,1.0,1.0,0.12490622655663915,0.21860932224804136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.625281320330082,0.5622185741484136,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.75018754688672,0.3748123827656095,8.0,16.69,23.195,6.504999999999999,19.370429482370593,2.620581783667972,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,8.45211302824456e-06,1.0563556117821034e-05,2.25333333333e-05,194.0,229.0,35.0,202.74343585896472,13.118433396796298,194.0
CAST,BCC,C,1112.0,50.0,22.0,73.0,51.0,49.23809523809524,17.723356009070294,22.0,43.0,50.0,7.0,45.61904761904762,1.850340136054422,43.0,47.867,180.94788,133.08088,117.22385904761907,47.61529977324263,47.867,1941.0,3290.0,1349.0,2540.7619047619046,398.9659863945578,1941.0,4.0,6.0,2.0,4.476190476190476,0.54421768707483,4.0,4.0,6.0,2.0,5.190476190476191,0.6167800453514739,4.0,154.0,175.0,21.0,168.0952380952381,5.986394557823128,160.0,1.3,2.16,0.8600000000000001,1.4876190476190476,0.13151927437641722,1.3,1.0,2.0,1.0,1.7619047619047619,0.36281179138321995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.7142857142857144,0.8163265306122449,2.0,0.0,14.0,14.0,5.333333333333333,6.603174603174604,0.0,4.0,19.0,15.0,9.80952380952381,6.621315192743763,4.0,0.0,1.0,1.0,0.23809523809523808,0.36281179138321995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.285714285714286,0.8163265306122449,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.523809523809524,0.54421768707483,7.0,15.69,23.195,7.505000000000001,19.487142857142857,2.445986394557823,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.292063492057143e-06,6.949055177616328e-06,0.0,194.0,229.0,35.0,209.0,17.142857142857142,194.0
CAST,BCC,C,1317.0,50.0,22.0,73.0,51.0,48.90909090909091,17.15702479338843,22.0,43.0,50.0,7.0,45.81818181818182,1.9834710743801656,43.0,47.867,180.94788,133.08088,116.25731999999999,46.15390545454545,47.867,1941.0,3290.0,1349.0,2556.909090909091,398.44628099173553,1941.0,4.0,6.0,2.0,4.545454545454546,0.5950413223140496,4.0,4.0,6.0,2.0,5.181818181818182,0.5950413223140495,4.0,154.0,175.0,21.0,167.45454545454547,6.413223140495867,160.0,1.3,2.16,0.8600000000000001,1.5181818181818185,0.15438016528925624,1.3,1.0,2.0,1.0,1.7272727272727273,0.396694214876033,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.8181818181818183,0.8925619834710744,2.0,0.0,14.0,14.0,5.090909090909091,6.479338842975207,0.0,4.0,19.0,15.0,9.636363636363637,6.446280991735537,4.0,0.0,1.0,1.0,0.2727272727272727,0.396694214876033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.181818181818182,0.8925619834710744,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.454545454545454,0.5950413223140496,7.0,15.69,23.195,7.505000000000001,19.314545454545453,2.460330578512396,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.0969696969636364e-06,6.704132231395042e-06,0.0,194.0,229.0,35.0,209.9090909090909,17.355371900826444,194.0
CAST,BCC,C,1373.0,50.0,22.0,73.0,51.0,48.608695652173914,16.620037807183365,22.0,43.0,50.0,7.0,46.0,2.0869565217391304,43.0,47.867,180.94788,133.08088,115.37482782608696,44.761121512287325,47.867,1941.0,3290.0,1349.0,2571.6521739130435,396.50661625708887,1941.0,4.0,6.0,2.0,4.608695652173913,0.6351606805293006,4.0,4.0,6.0,2.0,5.173913043478261,0.5746691871455576,4.0,154.0,175.0,21.0,166.8695652173913,6.744801512287334,160.0,1.3,2.16,0.8600000000000001,1.5460869565217392,0.1789035916824197,1.3,1.0,2.0,1.0,1.6956521739130435,0.4234404536862004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.9130434782608696,0.9527410207939507,2.0,0.0,14.0,14.0,4.869565217391305,6.351606805293005,0.0,4.0,19.0,15.0,9.478260869565217,6.2759924385633274,4.0,0.0,1.0,1.0,0.30434782608695654,0.4234404536862004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.086956521739131,0.9527410207939507,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.391304347826087,0.6351606805293006,7.0,15.69,23.195,7.505000000000001,19.15695652173913,2.462986767485822,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,3.918840579704348e-06,6.474606175163705e-06,0.0,194.0,229.0,35.0,210.7391304347826,17.466918714555767,194.0
CAST,BCC,C,1369.0,27.0,22.0,73.0,51.0,50.0,18.0,22.0,43.0,50.0,7.0,46.6,2.0799999999999996,43.0,47.867,180.94788,133.08088,119.234252,48.3877504,47.867,1941.0,3290.0,1349.0,2676.6,362.48,1941.0,4.0,6.0,2.0,4.8,0.64,4.0,4.0,6.0,2.0,5.2,0.64,4.0,154.0,175.0,21.0,164.6,6.3199999999999985,154.0,1.3,2.16,0.8600000000000001,1.6200000000000003,0.2160000000000002,1.3,1.0,2.0,1.0,1.6,0.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.04,2.0,0.0,14.0,14.0,5.6,6.720000000000001,0.0,4.0,19.0,15.0,10.4,6.4799999999999995,4.0,0.0,1.0,1.0,0.4,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.8,1.04,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.2,0.64,6.0,15.69,22.2,6.51,18.176,1.611199999999999,15.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,194.0,229.0,35.0,215.0,16.8,194.0
CAST,other,C,1637.0,15.5,22.0,74.0,52.0,52.0,18.0,22.0,43.0,51.0,8.0,46.857142857142854,2.448979591836735,43.0,47.867,183.84,135.973,124.46218,48.54038285714286,47.867,1941.0,3695.0,1754.0,2743.714285714286,473.18367346938777,1941.0,4.0,6.0,2.0,4.857142857142857,0.7346938775510204,4.0,4.0,6.0,2.0,5.285714285714286,0.6122448979591837,4.0,154.0,175.0,21.0,165.71428571428572,6.53061224489796,154.0,1.3,2.36,1.0599999999999998,1.6842857142857144,0.3289795918367347,1.3,1.0,2.0,1.0,1.7142857142857142,0.4081632653061224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.142857142857143,1.0204081632653061,2.0,0.0,14.0,14.0,6.0,6.857142857142857,0.0,4.0,20.0,16.0,10.857142857142858,6.979591836734694,4.0,0.0,1.0,1.0,0.2857142857142857,0.4081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.857142857142857,1.0204081632653061,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.142857142857143,0.7346938775510204,6.0,15.69,23.195,7.505000000000001,18.589285714285715,2.3475510204081638,15.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,3.2190476190428574e-06,5.5183673469306125e-06,0.0,194.0,229.0,35.0,214.0,17.142857142857142,194.0
