Crystallinity,Temperature (K),log Resistivity,Power factor (W*m/K^2),ZT,Thermal conductivity (W/(m*K)),Seebeck coefficient (uV/K),MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
polycrystalline,300.0001152,-2.585460662,4.07e-05,0.00197087,6.19,-32.5,8.0,60.0,52.0,18.092000000000002,12.110400000000002,8.0,8.0,87.0,79.0,61.584,30.499199999999995,87.0,15.9994,144.242,128.24259999999998,39.973789999999994,28.769268,15.9994,54.8,1941.0,1886.2,609.0820000000001,665.1384,54.8,2.0,16.0,14.0,10.766,6.280800000000001,16.0,2.0,6.0,4.0,3.068,1.2815999999999999,2.0,66.0,201.0,135.0,111.994,55.1928,66.0,0.95,3.44,2.49,2.5484,1.06992,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,2.0,2.0,0.33199999999999996,0.5537759999999999,0.0,0.0,4.0,4.0,0.136,0.262752,0.0,2.0,6.0,4.0,4.868,1.435376,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,1.3279999999999998,2.2151039999999997,0.0,0.0,10.0,10.0,0.34,0.65688,0.0,0.0,10.0,10.0,2.868,2.1887999999999996,2.0,9.105,54.23,45.125,20.26308,14.575958559999998,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,3.7405333333277998e-06,6.2392095999907695e-06,0.0,12.0,225.0,213.0,91.0,94.8,12.0
polycrystalline,400.0003603,-1.417391269,8.72e-05,0.00434609,8.03,-182.68,8.0,60.0,52.0,25.854285714285712,20.404897959183675,8.0,19.0,87.0,68.0,64.27714285714286,25.968979591836735,87.0,15.9994,144.242,128.24259999999998,59.41864971428571,49.62614395755101,15.9994,54.8,1728.0,1673.2,596.0535142857143,618.5754448979593,54.8,3.0,16.0,13.0,11.56857142857143,5.064489795918368,16.0,2.0,6.0,4.0,3.4285714285714284,1.6326530612244898,2.0,66.0,201.0,135.0,113.97714285714287,54.83102040816327,66.0,1.14,3.44,2.3,2.5628857142857138,1.0024163265306123,3.44,1.0,2.0,1.0,1.8599999999999999,0.2408000000000001,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,10.0,10.0,1.422857142857143,2.4391836734693877,0.0,0.0,4.0,4.0,1.1428571428571428,1.6326530612244898,0.0,6.0,11.0,5.0,6.711428571428572,1.219591836734694,6.0,0.0,1.0,1.0,0.13999999999999999,0.2408,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,2.0,2.0,0.005714285714285714,0.011395918367346939,0.0,0.0,10.0,10.0,2.857142857142857,4.081632653061225,0.0,1.0,10.0,9.0,4.145714285714286,3.3453061224489793,2.0,9.105,34.81,25.705000000000002,16.727857142857143,10.33265306122449,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.0017011277142857145,0.00339253469877551,0.0,12.0,225.0,213.0,94.42857142857143,94.20408163265306,12.0
polycrystalline,400.0000985,-2.397940009,0.000124,0.013289439,3.74,-70.5,8.0,66.0,58.0,17.504,11.4048,8.0,8.0,87.0,79.0,62.208000000000006,29.750399999999996,87.0,15.9994,162.5,146.5006,38.531168,27.0381216,15.9994,54.8,1941.0,1886.2,626.984,686.6208,54.8,2.0,16.0,14.0,10.784,6.2592,16.0,2.0,6.0,4.0,3.032,1.2384,2.0,66.0,195.0,129.0,111.11200000000001,54.13440000000001,66.0,0.95,3.44,2.49,2.55688,1.0597439999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,2.0,2.0,0.368,0.600576,0.0,0.0,10.0,10.0,0.16,0.31488,0.0,2.0,12.0,10.0,4.928,1.512704,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,1.472,2.402304,0.0,0.0,4.0,4.0,0.064,0.125952,0.0,0.0,8.0,8.0,2.7359999999999998,1.9775999999999996,2.0,9.105,54.23,45.125,19.8798,14.1036064,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.1461333333272e-06,6.7664895999899905e-06,0.0,12.0,225.0,213.0,91.0,94.8,12.0
polycrystalline,400.0008744,-2.669383333,0.000256,0.021767518,4.7,-74.0,12.0,20.0,8.0,12.933333333333332,1.1822222222222218,12.0,7.0,78.0,71.0,69.3,5.8,68.0,24.305,40.078,15.773000000000003,26.090933333333336,2.262182222222223,24.305,923.0,1687.0,764.0,1184.0666666666666,335.28888888888883,923.0,2.0,14.0,12.0,6.0,5.333333333333333,2.0,3.0,4.0,1.0,3.033333333333333,0.06444444444444433,3.0,111.0,176.0,65.0,132.16666666666666,14.111111111111114,141.0,1.0,1.9,0.8999999999999999,1.4963333333333333,0.269111111111111,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,20.44,37.77,17.330000000000002,22.569333333333333,1.419555555555556,22.89,0.0,0.773,0.773,0.25766666666666665,0.3435555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,227.0,33.0,206.0333333333333,15.242222222222212,194.0
polycrystalline,1000.000142,-2.647817482,0.000612,0.330553514,1.85,-117.3,51.0,57.0,6.0,54.09285714285714,2.491836734693877,52.0,13.0,90.0,77.0,56.75,37.5,90.0,121.76,138.90547,17.145470000000003,132.15320142857144,5.787658775510211,127.6,722.66,1193.0,470.34000000000003,933.2902857142857,222.60832653061226,722.66,3.0,16.0,13.0,10.37857142857143,6.324489795918367,16.0,5.0,6.0,1.0,5.428571428571429,0.4897959183673469,5.0,138.0,207.0,69.0,167.6214285714286,33.7530612244898,138.0,1.1,2.1,1.0,1.6689285714285713,0.4876530612244898,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2357142857142853,1.9163265306122448,4.0,1.0,10.0,9.0,6.142857142857143,4.408163265306123,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,13.0,10.37857142857143,6.324489795918367,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.1928571428571428,1.0224489795918366,2.0,0.0,9.0,9.0,3.857142857142857,4.408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,5.049999999999999,3.3857142857142857,2.0,31.56,36.8975,5.337500000000002,35.51780952379214,1.1825918367495933,34.7633333333,0.0,0.464,0.464,0.24194285714285715,0.23157387755102046,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,194.0,42.0,170.7,19.971428571428564,152.0
single crystal,300.0004059,-3.721246399,0.00076,0.0675,3.377777778,38.0,51.0,52.0,1.0,51.6,0.4799999999999997,52.0,85.0,90.0,5.0,88.0,2.4,90.0,121.76,127.6,5.839999999999989,125.26399999999998,2.803199999999998,127.6,722.66,903.78,181.12,795.108,86.9376,722.66,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,139.0,1.0,138.4,0.48000000000000115,138.0,2.05,2.1,0.050000000000000266,2.08,0.02400000000000011,2.1,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6,0.48,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,31.56,34.7633333333,3.203333333299998,33.48199999998,1.537599999983999,34.7633333333,0.0,0.464,0.464,0.27840000000000004,0.22271999999999997,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,166.0,14.0,157.6,6.719999999999999,152.0
polycrystalline,700.0000508,-2.56050941,0.000614,0.113164591,3.8,-130.0,12.0,20.0,8.0,12.933333333333332,1.1822222222222218,12.0,7.0,78.0,71.0,69.3,5.8,68.0,24.305,40.078,15.773000000000003,26.090933333333336,2.262182222222223,24.305,923.0,1687.0,764.0,1184.0666666666666,335.28888888888883,923.0,2.0,14.0,12.0,6.0,5.333333333333333,2.0,3.0,4.0,1.0,3.033333333333333,0.06444444444444433,3.0,111.0,176.0,65.0,132.16666666666666,14.111111111111114,141.0,1.0,1.9,0.8999999999999999,1.4963333333333333,0.269111111111111,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,20.44,37.77,17.330000000000002,22.569333333333333,1.419555555555556,22.89,0.0,0.773,0.773,0.25766666666666665,0.3435555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,227.0,33.0,206.0333333333333,15.242222222222212,194.0
polycrystalline,1000.000932,-1.058008232,4.25e-05,0.012337283,3.4447,-192.833,8.0,25.0,17.0,13.8,6.959999999999999,8.0,7.0,87.0,80.0,64.0,27.6,87.0,15.9994,54.938045,38.938645,28.602849000000003,15.124138800000003,15.9994,54.8,1519.0,1464.2,559.6800000000001,605.856,54.8,2.0,16.0,14.0,11.4,5.5200000000000005,16.0,2.0,4.0,2.0,2.8,0.96,2.0,66.0,176.0,110.0,102.6,43.92,66.0,1.0,3.44,2.44,2.5740000000000003,1.0392,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,5.4,1.3599999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,9.105,37.77,28.665000000000003,15.11451724138,9.062193103448001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.923862068959999e-05,0.0,12.0,225.0,213.0,95.6,100.32000000000001,12.0
polycrystalline,1000.000339,-1.638888166,0.000216,0.072577584,2.97623,-222.736,8.0,49.0,41.0,24.4,19.68,8.0,75.0,87.0,12.0,82.2,5.76,87.0,15.9994,114.818,98.8186,55.52683999999999,47.432928,15.9994,54.8,429.75,374.95,204.78,179.97600000000003,54.8,13.0,16.0,3.0,14.8,1.44,16.0,2.0,5.0,3.0,3.2,1.44,2.0,66.0,142.0,76.0,96.4,36.480000000000004,66.0,1.78,3.44,1.66,2.7760000000000002,0.7968,3.44,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.8,1.44,4.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,7.0,8.8,3.3600000000000003,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,9.105,24.26,15.155000000000001,15.167000000000002,7.2744,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,139.0,127.0,62.8,60.959999999999994,12.0
polycrystalline,300.0001379,0.8875,1.97e-06,0.000314602,1.87927,-390.0,8.0,57.0,49.0,21.6,16.32,8.0,13.0,87.0,74.0,66.4,24.72,87.0,15.9994,138.90547,122.90607000000001,49.167373,39.8015676,15.9994,54.8,1768.0,1713.2,625.08,684.336,54.8,3.0,16.0,13.0,12.0,4.8,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,207.0,141.0,106.2,48.239999999999995,66.0,1.1,3.44,2.34,2.66,0.9359999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,7.0,7.0,1.6,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,6.0,1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.4,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.6,2.16,2.0,9.105,36.8975,27.7925,14.891499999999999,8.8024,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.30969424,0.49551078400000004,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0
polycrystalline,400.0006764,-0.616741318,0.000143,0.018604483,3.06714,-587.185,8.0,25.0,17.0,13.8,6.959999999999999,8.0,7.0,87.0,80.0,64.0,27.6,87.0,15.9994,54.938045,38.938645,28.602849000000003,15.124138800000003,15.9994,54.8,1519.0,1464.2,559.6800000000001,605.856,54.8,2.0,16.0,14.0,11.4,5.5200000000000005,16.0,2.0,4.0,2.0,2.8,0.96,2.0,66.0,176.0,110.0,102.6,43.92,66.0,1.0,3.44,2.44,2.5740000000000003,1.0392,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,5.4,1.3599999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,9.105,37.77,28.665000000000003,15.11451724138,9.062193103448001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.923862068959999e-05,0.0,12.0,225.0,213.0,95.6,100.32000000000001,12.0
single crystal,1000.000442,-2.643782866,0.00264,0.931656243,2.837,245.0,8.0,27.0,19.0,15.0,7.875,8.0,7.0,87.0,80.0,64.75,25.03125,87.0,15.9994,58.933195,42.933794999999996,31.247586249999998,17.15420953125,15.9994,54.8,1768.0,1713.2,681.8875,705.4734375,54.8,2.0,16.0,14.0,11.625,4.921875,16.0,2.0,4.0,2.0,2.875,0.984375,2.0,66.0,176.0,110.0,101.625,40.078125,66.0,1.0,3.44,2.44,2.5925000000000002,0.9534374999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.25,1.96875,4.0,0.0,7.0,7.0,1.75,2.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,6.0,1.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.125,0.984375,2.0,0.0,3.0,3.0,0.75,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.875,0.703125,2.0,9.105,37.77,28.665000000000003,14.7646875,8.6269921875,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.3871178,0.5806767,0.0,12.0,225.0,213.0,97.4375,96.1171875,12.0
polycrystalline,300.0003514,-0.519224375,0.00014,0.011795412,3.56184,-650.91,8.0,25.0,17.0,13.8,6.959999999999999,8.0,7.0,87.0,80.0,64.0,27.6,87.0,15.9994,54.938045,38.938645,28.602849000000003,15.124138800000003,15.9994,54.8,1519.0,1464.2,559.6800000000001,605.856,54.8,2.0,16.0,14.0,11.4,5.5200000000000005,16.0,2.0,4.0,2.0,2.8,0.96,2.0,66.0,176.0,110.0,102.6,43.92,66.0,1.0,3.44,2.44,2.5740000000000003,1.0392,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,5.4,1.3599999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,9.105,37.77,28.665000000000003,15.11451724138,9.062193103448001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.923862068959999e-05,0.0,12.0,225.0,213.0,95.6,100.32000000000001,12.0
polycrystalline,700.0002656,-1.742321425,0.000378,0.317966897,0.833,261.7,11.0,51.0,40.0,33.19615384615385,16.43431952662722,51.0,2.0,85.0,83.0,53.13461538461539,35.52662721893491,85.0,22.98976928,121.76,98.77023072,75.69682043569232,42.51985805936094,121.76,370.87,1115.0,744.13,986.7241153846154,97.68701982248523,903.78,1.0,15.0,14.0,9.688461538461539,5.92189349112426,15.0,3.0,5.0,2.0,4.303846153846154,0.6426035502958579,5.0,121.0,176.0,55.0,150.42307692307693,19.59763313609468,139.0,0.93,2.05,1.1199999999999997,1.5781923076923077,0.44530177514792896,2.05,1.0,2.0,1.0,1.9961538461538464,0.007662721893490891,2.0,0.0,3.0,3.0,1.5384615384615385,1.3491124260355032,3.0,0.0,10.0,10.0,4.615384615384615,4.970414201183432,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,8.15,6.323076923076924,15.0,0.0,1.0,1.0,0.0038461538461538464,0.007662721893491125,0.0,0.0,5.0,5.0,2.1538461538461537,1.6568047337278105,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.1576923076923076,1.65207100591716,3.0,16.48,37.77,21.290000000000003,31.595666666666542,4.701992307692408,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,197.78461538461536,29.339644970414206,166.0
polycrystalline,300.0008459,-2.820979913,0.00297,0.331609215,2.68777,-211.82,27.0,51.0,24.0,45.07361963190184,8.870488162896608,51.0,58.0,85.0,27.0,78.19018404907975,10.02672287252061,85.0,58.933195,121.76,62.82680500000001,106.21461226993866,23.205603568068053,121.76,429.75,1768.0,1338.25,1107.1340490797545,324.3513869547216,903.78,9.0,15.0,6.0,13.490797546012269,2.2221385825586215,15.0,4.0,5.0,1.0,4.754601226993865,0.37035643042643696,5.0,126.0,142.0,16.0,135.86503067484662,4.841732846550492,139.0,1.78,2.05,0.2699999999999998,2.0033128834355827,0.0687417667206142,2.05,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.2269938650306744,1.138168542286123,3.0,7.0,10.0,3.0,9.263803680981594,1.111069291279311,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,6.0,13.490797546012269,2.2221385825586215,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.3006134969325154,1.1291354586171853,3.0,0.0,3.0,3.0,0.7361963190184049,1.1110692912793103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.03680981595092,0.07226466935149967,3.0,10.245,31.56,21.314999999999998,26.19496932515337,7.899431668485831,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.37999293251533744,0.5734862662501411,0.0,139.0,194.0,55.0,172.37423312883433,10.613873311001532,166.0
polycrystalline,300.0000795,-2.561866033,0.000719,0.111032448,1.9421,140.4,52.0,82.0,30.0,66.995,14.995000000000001,52.0,76.0,90.0,14.0,85.475,4.525,90.0,127.6,207.2,79.6,167.3859165,39.7859165,127.6,577.0,722.66,145.65999999999997,661.51695,61.143049999999974,722.66,13.0,16.0,3.0,14.995000000000001,1.005,16.0,5.0,6.0,1.0,5.5,0.5,5.0,138.0,146.0,8.0,141.995,3.995,138.0,1.62,2.33,0.71,2.21145,0.11736449999999998,2.1,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.995,1.005,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,7.0,7.0,0.0,16.0,28.0,12.0,21.994999999999997,5.994999999999999,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.005,1.005,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.005,1.005,2.0,26.91,34.7633333333,7.853333333299997,31.430666666649998,3.332666666649999,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,188.345,36.345,152.0
polycrystalline,700.000884,-0.191624,3.54e-05,0.012122034,2.04673,-477.48,8.0,25.0,17.0,13.8,6.959999999999999,8.0,7.0,87.0,80.0,64.0,27.6,87.0,15.9994,54.938045,38.938645,28.602849000000003,15.124138800000003,15.9994,54.8,1519.0,1464.2,559.6800000000001,605.856,54.8,2.0,16.0,14.0,11.4,5.5200000000000005,16.0,2.0,4.0,2.0,2.8,0.96,2.0,66.0,176.0,110.0,102.6,43.92,66.0,1.0,3.44,2.44,2.5740000000000003,1.0392,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,5.4,1.3599999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,9.105,37.77,28.665000000000003,15.11451724138,9.062193103448001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.923862068959999e-05,0.0,12.0,225.0,213.0,95.6,100.32000000000001,12.0
